Symbol,Name,Country,Sector,Industry
THRM,Gentherm Inc Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,United States,Consumer Discretionary,Advertising
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,Finance,Investment Bankers/Brokers/Service
TILE,Interface Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
TIPT,Tiptree Inc. Common Stock,United States,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
TLN,Talen Energy Corporation Common Stock,United States,Utilities,Electric Utilities: Central
TLRY,Tilray Brands Inc. Common Stock ,United States,Health Care, Medicinal Chemicals and Botanical Products 
TLS,Telos Corporation Common Stock,United States,Technology,EDP Services
TLX,Telix Pharmaceuticals Limited American Depositary Shares,Australia,Health Care,Biotechnology: Pharmaceutical Preparations
TMC,TMC the metals company Inc. Common Stock,Canada,Basic Materials,Metal Mining
TMCI,Treace Medical Concepts Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TMCWW,TMC the metals company Inc. Warrants,Canada,Basic Materials,Metal Mining
TMDX,TransMedics Group Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMUS,T-Mobile US Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
TNDM,Tandem Diabetes Care Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TNGX,Tango Therapeutics Inc.,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TONX,TON Strategy Company Common Stock,United States,Consumer Discretionary,Other Consumer Services
TOWN,TowneBank Common Stock,United States,Finance,Major Banks
TPG,TPG Inc. Class A Common Stock,United States,Finance,Investment Managers
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,United States,,
TREE,LendingTree Inc. Common Stock,United States,Finance,Finance: Consumer Services
TRI,Thomson Reuters Corporation Common Shares,United States,Consumer Discretionary,Publishing
TRIN,Trinity Capital Inc. Common Stock,United States,Finance,Finance: Consumer Services
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,United States,Finance,Finance: Consumer Services
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,United States,Finance,Finance: Consumer Services
TRIP,TripAdvisor Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
TRMB,Trimble Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,United Kingdom,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation Common Stock,United States,Finance,Major Banks
TRML,Tourmaline Bio Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRNS,Transcat Inc. Common Stock,United States,Industrials,Electrical Products
TRON,Tron Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
TROW,T. Rowe Price Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
TRS,TriMas Corporation Common Stock,United States,Industrials,Industrial Specialties
TRST,TrustCo Bank Corp NY Common Stock,United States,Finance,Major Banks
TRUP,Trupanion Inc. Common Stock,United States,Health Care,Medical Specialities
TRVI,Trevi Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Canada,Industrials,Metal Fabrications
TSCO,Tractor Supply Company Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Israel,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSLA,Tesla Inc. Common Stock,United States,Industrials,Auto Manufacturing
TSSI,TSS Inc. Common Stock,United States,Consumer Discretionary,Professional Services
TTAN,ServiceTitan Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
TTD,The Trade Desk Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
TTEK,Tetra Tech Inc. Common Stock,United States,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
TTMI,TTM Technologies Inc. Common Stock,United States,Technology,Electrical Products
TTWO,Take-Two Interactive Software Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
TVRD,Tvardi Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TVTX,Travere Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Tradeweb Markets Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
TWFG,TWFG Inc. Class A Common Stock,United States,Finance,Specialty Insurers
TWST,Twist Bioscience Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TXG,10x Genomics Inc. Class A Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
TXN,Texas Instruments Incorporated Common Stock,United States,Technology,Semiconductors
TXRH,Texas Roadhouse Inc. Common Stock,United States,Consumer Discretionary,Restaurants
TYRA,Tyra Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UAL,United Airlines Holdings Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
UBSI,United Bankshares Inc. Common Stock,United States,Finance,Major Banks
UCTT,Ultra Clean Holdings Inc. Common Stock,United States,Technology,Semiconductors
UDMY,Udemy Inc. Common Stock,United States,Real Estate,Other Consumer Services
UFCS,United Fire Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
UFPI,UFP Industries Inc. Common Stock,United States,Basic Materials,Forest Products
UFPT,UFP Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ULCC,Frontier Group Holdings Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
ULTA,Ulta Beauty Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
UMBF,UMB Financial Corporation Common Stock,United States,Finance,Major Banks
UMBFO,UMB Financial Corporation Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
UNIT,Uniti Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
UNTY,Unity Bancorp Inc. Common Stock,United States,Finance,Major Banks
UPB,Upstream Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UPBD,Upbound Group Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
UPST,Upstart Holdings Inc. Common stock,United States,Finance,Finance: Consumer Services
UPWK,Upwork Inc. Common Stock,United States,Technology,EDP Services
URBN,Urban Outfitters Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URGN,UroGen Pharma Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
UROY,Uranium Royalty Corp. Common Stock,Canada,Finance,Investment Bankers/Brokers/Service
USAR,USA Rare Earth Inc. Class A Common Stock,United States,Basic Materials,Metal Mining
USARW,USA Rare Earth Inc. Warrant,United States,Basic Materials,Metal Mining
USCB,USCB Financial Holdings Inc. Class A Common Stock,United States,Finance,Major Banks
USLM,United States Lime & Minerals Inc. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UVSP,Univest Financial Corporation Common Stock,United States,Finance,Major Banks
UXIN,Uxin Limited ADS,China,Real Estate,Real Estate
VALN,Valneva SE American Depositary Shares,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VALU,Value Line Inc. Common Stock,United States,Finance,Investment Managers
VBNK,VersaBank Common Shares,Canada,Finance,Commercial Banks
VBTX,Veritex Holdings Inc. Common Stock,United States,Finance,Major Banks
VC,Visteon Corporation Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCTR,Victory Capital Holdings Inc. Class A Common Stock,United States,Finance,Investment Managers
VCYT,Veracyte Inc. Common Stock,United States,Health Care,Medical Specialities
VECO,Veeco Instruments Inc. Common Stock,United States,Technology,Industrial Machinery/Components
VEON,VEON Ltd. ADS,Netherlands,Telecommunications,Telecommunications Equipment
VERA,Vera Therapeutics Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VERX,Vertex Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
VFS,VinFast Auto Ltd. Ordinary Shares,Singapore,Industrials,Auto Manufacturing
VFSWW,VinFast Auto Ltd. Warrant,Singapore,Industrials,Auto Manufacturing
VIAV,Viavi Solutions Inc. Common Stock,United States,Technology,Semiconductors
VICR,Vicor Corporation Common Stock,United States,Technology,Industrial Machinery/Components
VINP,Vinci Compass Investments Ltd. Class A Common Shares,Brazil,Finance,Investment Managers
VIR,Vir Biotechnology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VITL,Vital Farms Inc. Common Stock,United States,Consumer Staples,Packaged Foods
VKTX,Viking Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VLGEA,Village Super Market Inc. Class A Common Stock,United States,Consumer Staples,Food Chains
VLY,Valley National Bancorp Common Stock,United States,Finance,Major Banks
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,United States,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
VMEO,Vimeo Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
VNET,VNET Group Inc. American Depositary Shares,China,Technology,Computer Software: Programming Data Processing
VNOM,Viper Energy Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
VOD,Vodafone Group Plc American Depositary Shares,United Kingdom,Telecommunications,Telecommunications Equipment
VRDN,Viridian Therapeutics Inc. Common Stock,United States,Health Care,Medical Specialities
VREX,Varex Imaging Corporation Common Stock,United States,Technology,Industrial Machinery/Components
VRNA,Verona Pharma plc American Depositary Share,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
VRNS,Varonis Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,United States,Technology,EDP Services
VRRM,Verra Mobility Corporation Class A Common Stock,United States,Consumer Discretionary,Transportation Services
VRSK,Verisk Analytics Inc. Common Stock,United States,Industrials,Diversified Commercial Services
VRSN,VeriSign Inc. Common Stock,United States,Technology,EDP Services
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VSAT,ViaSat Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
VSEC,VSE Corporation Common Stock,United States,Consumer Discretionary,Military/Government/Technical
VSTA,Vasta Platform Limited Class A Ordinary Shares,Brazil,Real Estate,Other Consumer Services
VSTM,Verastem Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VTRS,Viatris Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
WABC,Westamerica Bancorporation Common Stock,United States,Finance,Major Banks
WAFD,WaFd Inc. Common Stock,United States,Finance,Major Banks
WAFDP,WaFd Inc. Depositary Shares,United States,Finance,Major Banks
WASH,Washington Trust Bancorp Inc. Common Stock,United States,Finance,Major Banks
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,Israel,Utilities,Electric Utilities: Central
WAY,Waystar Holding Corp. Common Stock,United States,Technology,EDP Services
WB,Weibo Corporation American Depositary Share,China,Technology,Computer Software: Programming Data Processing
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
WBTN,WEBTOON Entertainment Inc. Common stock,United States,Consumer Discretionary,Publishing
WDAY,Workday Inc. Class A Common Stock,United States,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,United States,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,United States,Industrials,Major Chemicals
WEN,Wendy's Company (The) Common Stock,United States,Consumer Discretionary,Restaurants
WERN,Werner Enterprises Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
WEST,Westrock Coffee Company Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
WFRD,Weatherford International plc Ordinary Shares,United States,Consumer Discretionary,Oil and Gas Field Machinery
WGS,GeneDx Holdings Corp. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
WHFCL,WhiteHorse Finance Inc. 7.875% Notes due 2028,United States,,
WINA,Winmark Corporation Common Stock,United States,Consumer Discretionary,Other Specialty Stores
WING,Wingstop Inc. Common Stock,United States,Consumer Discretionary,Restaurants
WIX,Wix.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Programming Data Processing
WLDN,Willdan Group Inc. Common Stock,United States,Consumer Discretionary,Military/Government/Technical
WLFC,Willis Lease Finance Corporation Common Stock,United States,Consumer Discretionary,Industrial Specialties
WMG,Warner Music Group Corp. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,United States,Consumer Discretionary,Other Specialty Stores
WRD,WeRide Inc. American Depositary Shares,China,Technology,EDP Services
WRLD,World Acceptance Corporation Common Stock,United States,Finance,Finance: Consumer Services
WSBC,WesBanco Inc. Common Stock,United States,Finance,Major Banks
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
WSC,WillScot Holdings Corporation Class A Common Stock,United States,Industrials,Misc Corporate Leasing Services
WSFS,WSFS Financial Corporation Common Stock,United States,Finance,Major Banks
WTBA,West Bancorporation Common Stock,United States,Finance,Major Banks
WTFC,Wintrust Financial Corporation Common Stock,United States,Finance,Major Banks
WTFCN,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred StocK,United States,Finance,Major Banks
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,United Kingdom,Finance,Specialty Insurers
WULF,TeraWulf Inc. Common Stock,United States,Technology,EDP Services
WVE,Wave Life Sciences Ltd. Ordinary Shares,Singapore,Health Care,Biotechnology: Pharmaceutical Preparations
WW,WW International Inc.  Common Stock,United States,Consumer Discretionary,Other Consumer Services
WWD,Woodward Inc. Common Stock,United States,Energy,Industrial Machinery/Components
WYFI,WhiteFiber Inc. Ordinary Shares,United States,Finance,Finance: Consumer Services
WYNN,Wynn Resorts Limited Common stock,United States,Consumer Discretionary,Hotels/Resorts
XEL,Xcel Energy Inc. Common Stock,United States,Utilities,Power Generation
XENE,Xenon Pharmaceuticals Inc. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
XERS,Xeris Biopharma Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
XMTR,Xometry Inc. Class A Common Stock,United States,Real Estate,Real Estate
XNCR,Xencor Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
XNET,Xunlei Limited American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
XOMA,XOMA Royalty Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAO,XOMA Royalty Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
XP,XP Inc. Class A Common Stock,Brazil,Finance,Investment Bankers/Brokers/Service
XPEL,XPEL Inc. Common Stock,United States,Industrials,Industrial Specialties
XRAY,DENTSPLY SIRONA Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
XRX,Xerox Holdings Corporation Common Stock,United States,Technology,Computer peripheral equipment
YB,Yuanbao Inc. American Depositary Shares,China,Finance,Specialty Insurers
YDES,YD Bio Limited Ordinary Shares,United States,Health Care,Medical Specialities
YORW,York Water Company (The) Common Stock,United States,Utilities,Water Supply
Z,Zillow Group Inc. Class C Capital Stock,United States,Real Estate,Real Estate
ZBIO,Zenas BioPharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ZBRA,Zebra Technologies Corporation Class A Common Stock,United States,Industrials,Industrial Machinery/Components
ZD,Ziff Davis Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ZEUS,Olympic Steel Inc. Common Stock,United States,Industrials,Metal Fabrications
ZG,Zillow Group Inc. Class A Common Stock,United States,Real Estate,Real Estate
ZIMV,ZimVie Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ZION,Zions Bancorporation N.A. Common Stock,United States,Finance,Major Banks
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),United States,Finance,Major Banks
ZLAB,Zai Lab Limited American Depositary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
ZM,Zoom Communications Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
ZS,Zscaler Inc. Common Stock,United States,Technology,EDP Services
ZUMZ,Zumiez Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ZVRA,Zevra Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ZYBT,Zhengye Biotechnology Holding Limited Ordinary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
ZYME,Zymeworks Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
